building_id,sensor_id,timestamp,total_kwh,hvac_kwh,lighting_kwh,plug_load_kwh,other_kwh,outdoor_temp_c,occupancy_count
BLD-HQ-01,MAIN-METER-01,2025-10-19 16:00:00,171.9,68.7,33.23,42.71,26.26,5.28,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 16:15:00,169.85,67.21,33.48,41.27,24.51,4.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 16:30:00,168.92,63.77,33.93,43.7,25.47,4.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 16:45:00,167.99,67.9,33.73,43.27,25.28,3.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 17:00:00,167.06,67.11,31.88,40.12,24.09,3.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 17:15:00,166.13,67.29,33.73,41.14,23.64,2.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 17:30:00,166.04,65.07,33.67,42.44,24.67,2.15,1
BLD-HQ-01,MAIN-METER-01,2025-10-19 17:45:00,165.96,67.89,32.97,42.57,25.6,1.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 18:00:00,165.88,66.73,32.31,41.47,25.21,1.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 18:15:00,165.8,63.34,31.72,42.03,24.51,0.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 18:30:00,167.04,64.2,31.58,42.9,23.91,0.32,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 18:45:00,168.28,66.24,35.23,40.03,24.65,-0.15,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 19:00:00,169.53,66.29,36.04,43.28,24.72,-0.62,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 19:15:00,170.77,68.79,34.85,42.8,24.36,-1.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 19:30:00,175.29,71.63,35.75,43.7,26.04,-1.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 19:45:00,179.82,68.02,35.46,41.91,25.37,-1.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 20:00:00,184.34,75.0,36.6,49.6,27.39,-1.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 20:15:00,188.86,79.74,36.66,46.37,29.48,-1.9,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 20:30:00,196.65,77.58,39.24,52.11,27.88,-2.38,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 20:45:00,204.44,79.28,39.42,49.75,31.47,-2.85,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 21:00:00,212.23,82.48,44.87,53.53,31.97,-3.32,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 21:15:00,220.02,89.09,40.77,55.43,32.92,-3.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 21:30:00,224.73,85.63,43.11,53.94,33.76,-3.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 21:45:00,229.44,90.83,46.4,56.39,34.84,-3.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 22:00:00,234.14,93.56,46.63,56.64,34.33,-3.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 22:15:00,238.85,90.33,48.82,59.51,34.7,-3.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 22:30:00,238.87,97.83,48.03,59.03,36.31,-3.85,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 22:45:00,238.88,97.01,48.77,57.07,36.45,-3.9,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 23:00:00,238.9,93.87,48.97,60.59,35.32,-3.95,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 23:15:00,238.91,104.74,46.76,58.79,37.32,-4.0,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 23:30:00,238.69,91.44,47.25,59.34,35.65,-3.75,0
BLD-HQ-01,MAIN-METER-01,2025-10-19 23:45:00,238.47,97.68,47.81,57.21,36.59,-3.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 00:00:00,238.25,95.02,47.25,58.7,35.36,-3.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 00:15:00,238.03,93.88,48.09,56.69,35.49,-3.0,1
BLD-HQ-01,MAIN-METER-01,2025-10-20 00:30:00,237.76,98.62,47.08,60.71,36.53,-2.78,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 00:45:00,237.49,97.08,46.87,59.35,36.53,-2.55,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 01:00:00,237.21,91.17,49.17,58.63,33.49,-2.33,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 01:15:00,236.94,94.65,46.71,58.46,37.65,-2.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 01:30:00,236.48,94.36,47.34,56.51,34.64,-1.72,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 01:45:00,236.02,93.98,48.6,61.72,35.52,-1.35,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 02:00:00,235.57,93.19,47.65,61.93,34.88,-0.98,1
BLD-HQ-01,MAIN-METER-01,2025-10-20 02:15:00,235.11,94.79,47.16,57.5,36.67,-0.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 02:30:00,234.82,95.94,46.47,60.72,33.93,-0.4,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 02:45:00,234.53,94.43,48.94,62.06,36.01,-0.2,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 03:00:00,234.23,91.85,46.48,61.07,34.4,0.0,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 03:15:00,233.94,93.43,45.0,55.73,34.14,0.2,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 03:30:00,234.03,90.36,44.45,59.56,35.68,0.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 03:45:00,234.12,95.31,48.06,58.37,34.49,0.4,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 04:00:00,234.21,94.77,47.55,56.01,36.07,0.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 04:15:00,234.3,95.63,46.03,57.4,36.67,0.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 04:30:00,233.82,97.18,48.26,58.1,35.62,0.78,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 04:45:00,233.35,94.11,45.57,56.53,36.5,0.95,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 05:00:00,232.87,92.58,48.46,58.03,35.78,1.12,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 05:15:00,232.39,98.66,46.5,54.82,35.27,1.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 05:30:00,232.05,91.44,44.82,55.78,35.84,1.32,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 05:45:00,231.71,91.49,46.36,58.17,35.14,1.35,3
BLD-HQ-01,MAIN-METER-01,2025-10-20 06:00:00,231.36,93.57,44.51,55.63,34.92,1.38,6
BLD-HQ-01,MAIN-METER-01,2025-10-20 06:15:00,231.02,90.46,43.35,56.99,35.09,1.4,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 06:30:00,231.77,87.48,46.48,61.21,35.2,1.38,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 06:45:00,232.52,91.41,45.88,57.24,34.51,1.35,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 07:00:00,233.27,95.41,46.19,58.59,35.69,1.32,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 07:15:00,234.02,93.51,47.21,60.17,35.09,1.3,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 07:30:00,235.46,91.41,49.16,56.18,36.09,1.27,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 07:45:00,236.9,98.36,47.63,57.67,34.52,1.25,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 08:00:00,238.35,95.55,46.73,59.73,35.46,1.23,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 08:15:00,239.79,94.67,49.02,59.11,35.86,1.2,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 08:30:00,243.09,96.27,49.33,60.28,37.48,0.92,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 08:45:00,246.4,99.16,48.63,62.15,36.81,0.65,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 09:00:00,249.71,102.43,50.66,64.54,38.71,0.38,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 09:15:00,253.01,101.86,49.28,63.76,38.71,0.1,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 09:30:00,253.67,103.17,49.38,62.38,37.87,-0.1,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 09:45:00,254.32,104.9,52.57,64.97,39.3,-0.3,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 10:00:00,254.98,103.36,52.13,62.59,35.04,-0.5,6
BLD-HQ-01,MAIN-METER-01,2025-10-20 10:15:00,255.63,103.59,50.9,64.09,39.2,-0.7,5
BLD-HQ-01,MAIN-METER-01,2025-10-20 10:30:00,254.19,99.63,48.88,58.3,38.64,-0.88,2
BLD-HQ-01,MAIN-METER-01,2025-10-20 10:45:00,252.75,99.37,52.42,66.67,39.59,-1.05,2
BLD-HQ-01,MAIN-METER-01,2025-10-20 11:00:00,251.31,100.35,49.33,67.69,39.32,-1.22,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 11:15:00,249.87,96.4,48.87,62.6,36.0,-1.4,6
BLD-HQ-01,MAIN-METER-01,2025-10-20 11:30:00,246.68,107.3,47.52,60.57,37.54,-1.62,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 11:45:00,243.49,100.62,44.56,63.8,36.27,-1.85,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 12:00:00,240.29,100.6,47.27,61.24,38.6,-2.07,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 12:15:00,237.1,93.3,47.44,61.49,36.55,-2.3,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 12:30:00,232.35,88.26,44.62,57.62,34.52,-2.45,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 12:45:00,227.59,90.9,44.99,54.93,33.11,-2.6,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 13:00:00,222.84,83.82,46.89,54.82,34.69,-2.75,7
BLD-HQ-01,MAIN-METER-01,2025-10-20 13:15:00,218.09,86.14,45.62,55.81,31.92,-2.9,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 13:30:00,214.13,84.75,42.24,55.16,34.03,-3.08,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 13:45:00,210.18,85.69,39.55,53.28,30.97,-3.25,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 14:00:00,206.22,81.2,40.82,51.46,29.51,-3.42,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 14:15:00,202.26,79.51,41.54,48.92,31.35,-3.6,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 14:30:00,198.51,78.94,40.9,50.05,29.9,-3.78,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 14:45:00,194.77,75.93,40.05,48.99,29.22,-3.95,8
BLD-HQ-01,MAIN-METER-01,2025-10-20 15:00:00,191.02,75.64,37.05,45.14,28.33,-4.12,6
BLD-HQ-01,MAIN-METER-01,2025-10-20 15:15:00,187.27,73.58,35.91,46.6,28.81,-4.3,4
BLD-HQ-01,MAIN-METER-01,2025-10-20 15:30:00,185.39,77.71,38.2,47.44,29.89,-4.47,3
BLD-HQ-01,MAIN-METER-01,2025-10-20 15:45:00,183.51,75.23,37.23,45.78,29.38,-4.65,3
BLD-HQ-01,MAIN-METER-01,2025-10-20 16:00:00,181.63,72.38,36.76,48.08,27.26,-4.82,2
BLD-HQ-01,MAIN-METER-01,2025-10-20 16:15:00,179.74,70.91,38.06,46.81,27.44,-5.0,1
BLD-HQ-01,MAIN-METER-01,2025-10-20 16:30:00,178.87,71.55,34.86,44.54,26.96,-5.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 16:45:00,178.0,72.67,36.27,43.66,26.32,-5.2,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 17:00:00,177.13,74.81,35.24,43.29,25.91,-5.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 17:15:00,176.26,71.29,35.86,46.96,26.95,-5.4,1
BLD-HQ-01,MAIN-METER-01,2025-10-20 17:30:00,176.42,66.26,34.51,43.08,25.9,-5.55,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 17:45:00,176.59,67.37,35.0,44.95,27.34,-5.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 18:00:00,176.76,70.46,33.95,45.63,27.59,-5.85,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 18:15:00,176.93,71.47,35.8,44.52,27.57,-6.0,1
BLD-HQ-01,MAIN-METER-01,2025-10-20 18:30:00,178.51,68.79,36.28,44.02,28.85,-6.12,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 18:45:00,180.09,73.6,35.91,45.76,28.07,-6.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 19:00:00,181.68,72.57,35.62,46.08,27.33,-6.38,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 19:15:00,183.26,76.77,35.97,45.87,27.01,-6.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 19:30:00,187.9,75.47,37.92,46.62,29.46,-6.72,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 19:45:00,192.54,77.87,39.08,48.06,29.87,-6.95,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 20:00:00,197.18,79.59,40.61,50.03,31.05,-7.18,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 20:15:00,201.82,75.64,40.3,50.28,30.83,-7.4,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 20:30:00,209.88,81.64,41.6,53.39,32.43,-7.43,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 20:45:00,217.95,82.92,45.24,56.47,31.94,-7.45,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 21:00:00,226.01,90.87,44.88,58.74,33.52,-7.48,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 21:15:00,234.07,92.22,48.15,55.98,35.82,-7.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 21:30:00,238.44,94.5,49.46,58.98,34.49,-7.15,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 21:45:00,242.8,99.21,51.37,58.81,36.53,-6.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 22:00:00,247.16,94.4,48.99,61.04,37.19,-6.45,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 22:15:00,251.52,103.76,51.46,58.57,38.7,-6.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 22:30:00,251.23,95.59,50.26,62.82,37.38,-5.85,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 22:45:00,250.93,104.42,50.33,60.0,37.32,-5.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 23:00:00,250.64,102.54,48.73,62.49,37.53,-5.35,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 23:15:00,250.35,101.48,50.29,63.87,36.38,-5.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 23:30:00,248.46,97.05,51.37,62.99,36.5,-4.9,0
BLD-HQ-01,MAIN-METER-01,2025-10-20 23:45:00,246.57,101.39,47.16,63.59,35.42,-4.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 00:00:00,244.68,101.84,51.98,58.14,35.91,-4.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 00:15:00,242.79,98.3,47.3,59.24,35.59,-4.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 00:30:00,241.23,99.2,48.68,61.72,37.75,-3.85,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 00:45:00,239.68,97.63,48.23,59.38,37.24,-3.4,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 01:00:00,238.13,96.24,48.39,59.31,36.47,-2.95,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 01:15:00,236.57,94.49,49.73,58.0,34.72,-2.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 01:30:00,235.22,96.52,46.63,58.73,36.46,-2.28,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 01:45:00,233.87,94.73,45.2,57.59,36.42,-2.05,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 02:00:00,232.51,94.07,46.96,57.11,34.83,-1.83,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 02:15:00,231.16,92.29,48.23,58.76,35.33,-1.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 02:30:00,230.07,93.22,46.56,53.22,33.94,-1.15,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 02:45:00,228.98,90.88,43.52,56.48,33.92,-0.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 03:00:00,227.89,88.35,45.71,60.14,33.85,-0.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 03:15:00,226.8,91.79,44.4,54.38,33.99,0.2,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 03:30:00,226.36,92.26,46.94,55.32,34.39,0.4,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 03:45:00,225.91,87.47,44.34,58.61,35.56,0.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 04:00:00,225.47,89.52,47.68,61.34,33.94,0.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 04:15:00,225.02,87.34,46.72,56.27,35.85,1.0,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 04:30:00,224.75,90.26,46.22,59.7,33.19,1.18,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 04:45:00,224.48,85.45,46.18,54.6,33.42,1.35,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 05:00:00,224.21,90.87,43.88,56.72,33.24,1.52,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 05:15:00,223.93,84.46,43.98,57.2,32.52,1.7,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 05:30:00,224.11,91.02,43.9,57.72,34.69,1.8,1
BLD-HQ-01,MAIN-METER-01,2025-10-21 05:45:00,224.3,93.04,46.04,55.81,32.2,1.9,3
BLD-HQ-01,MAIN-METER-01,2025-10-21 06:00:00,224.48,93.27,45.52,57.19,34.5,2.0,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 06:15:00,224.66,90.06,44.85,52.86,33.54,2.1,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 06:30:00,225.42,88.77,44.11,58.77,34.82,2.25,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 06:45:00,226.18,91.26,46.16,55.68,32.66,2.4,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 07:00:00,226.95,90.83,44.21,56.3,34.6,2.55,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 07:15:00,227.71,88.95,45.56,54.56,33.44,2.7,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 07:30:00,228.85,90.77,48.07,54.61,32.77,2.7,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 07:45:00,230.0,91.24,48.17,57.59,33.1,2.7,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 08:00:00,231.14,96.08,48.97,57.81,32.68,2.7,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 08:15:00,232.28,94.78,47.48,53.23,34.43,2.7,6
BLD-HQ-01,MAIN-METER-01,2025-10-21 08:30:00,234.57,96.41,44.4,58.51,35.17,2.68,6
BLD-HQ-01,MAIN-METER-01,2025-10-21 08:45:00,236.87,95.26,46.28,58.94,34.88,2.65,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 09:00:00,239.17,97.28,49.13,59.58,35.99,2.62,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 09:15:00,241.46,98.12,50.29,60.4,36.46,2.6,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 09:30:00,241.34,93.85,47.51,59.02,35.85,2.65,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 09:45:00,241.22,98.27,48.93,63.03,36.93,2.7,6
BLD-HQ-01,MAIN-METER-01,2025-10-21 10:00:00,241.09,99.26,47.99,59.6,36.81,2.75,6
BLD-HQ-01,MAIN-METER-01,2025-10-21 10:15:00,240.97,90.12,48.14,57.32,37.25,2.8,5
BLD-HQ-01,MAIN-METER-01,2025-10-21 10:30:00,239.26,91.52,47.77,57.78,35.51,2.75,2
BLD-HQ-01,MAIN-METER-01,2025-10-21 10:45:00,237.54,92.66,48.17,59.18,38.11,2.7,3
BLD-HQ-01,MAIN-METER-01,2025-10-21 11:00:00,235.82,93.94,48.58,60.13,36.01,2.65,6
BLD-HQ-01,MAIN-METER-01,2025-10-21 11:15:00,234.1,94.86,45.72,60.8,33.54,2.6,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 11:30:00,231.59,92.08,47.4,55.74,33.64,2.48,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 11:45:00,229.07,88.98,47.81,55.65,32.98,2.35,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 12:00:00,226.56,91.38,44.76,53.59,35.03,2.22,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 12:15:00,224.05,90.25,44.12,58.87,32.76,2.1,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 12:30:00,220.22,90.49,46.64,54.51,33.51,1.83,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 12:45:00,216.39,84.97,41.25,55.42,33.4,1.55,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 13:00:00,212.56,80.32,42.92,53.49,30.76,1.27,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 13:15:00,208.73,80.59,40.79,54.81,31.79,1.0,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 13:30:00,204.72,81.35,42.08,52.39,31.14,1.0,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 13:45:00,200.72,80.12,41.64,49.73,30.81,1.0,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 14:00:00,196.72,77.63,39.26,51.98,29.46,1.0,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 14:15:00,192.71,73.98,38.95,49.98,29.53,1.0,8
BLD-HQ-01,MAIN-METER-01,2025-10-21 14:30:00,189.38,78.04,40.72,47.25,28.37,1.0,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 14:45:00,186.05,75.28,37.35,47.79,28.09,1.0,7
BLD-HQ-01,MAIN-METER-01,2025-10-21 15:00:00,182.72,77.21,35.91,46.23,27.79,1.0,5
BLD-HQ-01,MAIN-METER-01,2025-10-21 15:15:00,179.39,75.61,37.37,44.93,26.97,1.0,4
BLD-HQ-01,MAIN-METER-01,2025-10-21 15:30:00,177.31,72.52,34.46,44.67,27.31,0.48,3
BLD-HQ-01,MAIN-METER-01,2025-10-21 15:45:00,175.23,71.72,36.44,43.24,25.42,-0.05,3
BLD-HQ-01,MAIN-METER-01,2025-10-21 16:00:00,173.15,67.15,34.16,44.69,25.93,-0.58,2
BLD-HQ-01,MAIN-METER-01,2025-10-21 16:15:00,171.07,68.33,33.71,41.36,24.59,-1.1,1
BLD-HQ-01,MAIN-METER-01,2025-10-21 16:30:00,169.96,69.01,34.24,41.68,25.94,-1.08,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 16:45:00,168.85,67.87,36.06,42.28,24.9,-1.05,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 17:00:00,167.74,68.87,33.93,40.87,25.19,-1.02,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 17:15:00,166.63,66.01,34.21,42.51,25.58,-1.0,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 17:30:00,166.2,64.67,32.6,41.65,25.53,-1.15,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 17:45:00,165.77,67.68,32.83,41.2,24.65,-1.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 18:00:00,165.34,66.36,33.04,41.71,24.57,-1.45,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 18:15:00,164.91,66.5,34.07,41.22,23.03,-1.6,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 18:30:00,165.23,64.78,33.96,41.81,25.03,-1.58,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 18:45:00,165.55,65.85,33.14,39.2,25.68,-1.55,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 19:00:00,165.88,66.95,32.6,41.36,23.86,-1.52,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 19:15:00,166.2,64.63,31.63,43.85,24.6,-1.5,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 19:30:00,167.85,62.42,32.93,42.31,26.5,-1.38,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 19:45:00,169.51,67.83,34.88,40.97,25.79,-1.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 20:00:00,171.16,69.76,34.91,41.84,26.06,-1.12,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 20:15:00,172.81,67.09,34.44,40.3,25.78,-1.0,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 20:30:00,175.73,72.19,34.3,43.72,26.9,-0.82,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 20:45:00,178.65,69.48,34.5,42.53,28.26,-0.65,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 21:00:00,181.56,69.91,35.76,43.86,26.73,-0.48,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 21:15:00,184.48,72.48,37.49,44.44,28.34,-0.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 21:30:00,187.18,74.3,39.17,46.53,28.39,-0.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 21:45:00,189.88,77.12,38.58,46.38,28.32,0.1,1
BLD-HQ-01,MAIN-METER-01,2025-10-21 22:00:00,192.57,73.38,38.52,47.61,30.28,0.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 22:15:00,195.27,83.05,40.7,48.91,29.52,0.5,1
BLD-HQ-01,MAIN-METER-01,2025-10-21 22:30:00,197.56,80.23,42.3,47.94,28.35,0.57,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 22:45:00,199.84,78.47,39.29,49.73,27.75,0.65,1
BLD-HQ-01,MAIN-METER-01,2025-10-21 23:00:00,202.13,81.84,38.84,48.9,31.56,0.73,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 23:15:00,204.41,78.19,42.87,50.1,30.09,0.8,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 23:30:00,205.1,80.34,40.05,52.73,31.05,1.12,0
BLD-HQ-01,MAIN-METER-01,2025-10-21 23:45:00,205.79,80.03,41.47,54.93,31.61,1.45,1
BLD-HQ-01,MAIN-METER-01,2025-10-22 00:00:00,206.47,80.38,41.0,49.49,31.69,1.78,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 00:15:00,207.16,83.59,42.29,51.07,31.95,2.1,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 00:30:00,207.0,82.3,40.64,53.56,30.66,2.15,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 00:45:00,206.85,87.4,42.04,50.26,30.09,2.2,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 01:00:00,206.69,81.2,41.69,50.62,31.12,2.25,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 01:15:00,206.54,78.97,43.99,51.34,31.44,2.3,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 01:30:00,205.87,81.92,41.53,50.73,31.82,2.42,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 01:45:00,205.2,80.9,41.39,52.56,30.52,2.55,0
BLD-HQ-01,MAIN-METER-01,2025-10-22 02:00:00,204.53,76.42,41.1,52.85,30.48,2.68,0
