event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0024439,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0005,2026-07-07 08:46:00,True,False,
EVT-0082605,AP-07,Emergency Exit - East,,medium,EMP-0003,2026-07-07 08:46:00,True,False,
EVT-0047241,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0206,2026-07-07 08:46:13,True,False,
EVT-0024437,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0091,2026-07-07 08:46:13,True,False,
EVT-0082606,AP-07,Emergency Exit - East,,medium,EMP-0139,2026-07-07 08:46:23,True,False,
EVT-0082604,AP-07,Emergency Exit - East,,medium,EMP-0156,2026-07-07 08:47:00,True,False,
EVT-0024438,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0010,2026-07-07 08:47:13,True,False,
EVT-0047240,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0113,2026-07-07 08:47:21,True,False,
EVT-0001846,AP-01,Main Entrance,ZN-06,low,EMP-0157,2026-07-07 08:47:50,True,False,
EVT-0047242,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0077,2026-07-07 08:48:10,True,False,
EVT-0001849,AP-01,Main Entrance,ZN-06,low,EMP-0158,2026-07-07 08:48:12,True,False,
EVT-0001847,AP-01,Main Entrance,ZN-06,low,EMP-0099,2026-07-07 08:48:30,True,False,
EVT-0047245,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0115,2026-07-07 08:48:47,True,False,
EVT-0001848,AP-01,Main Entrance,ZN-06,low,EMP-0030,2026-07-07 08:49:16,True,False,
EVT-0069950,AP-05,Executive Wing Door,ZN-08,medium,EMP-0199,2026-07-07 08:50:17,True,False,
EVT-0001850,AP-01,Main Entrance,ZN-06,low,EMP-0077,2026-07-07 08:50:29,True,False,
EVT-0024441,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0096,2026-07-07 08:50:40,True,False,
EVT-0001853,AP-01,Main Entrance,ZN-06,low,EMP-0043,2026-07-07 08:51:26,True,False,
EVT-0024442,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0012,2026-07-07 08:52:36,True,False,
EVT-0001851,AP-01,Main Entrance,ZN-06,low,EMP-0202,2026-07-07 08:52:49,True,False,
EVT-0001852,AP-01,Main Entrance,ZN-06,low,EMP-0060,2026-07-07 08:53:53,True,False,
EVT-0024440,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0157,2026-07-07 08:54:08,True,False,
EVT-0047247,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0006,2026-07-07 08:54:08,True,False,
EVT-0047246,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0021,2026-07-07 08:54:11,True,False,
EVT-0024443,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0055,2026-07-07 08:54:24,True,False,
EVT-0047253,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0081,2026-07-07 08:55:06,True,False,
EVT-0047248,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0085,2026-07-07 08:55:34,True,False,
EVT-0024447,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0035,2026-07-07 08:55:49,True,False,
EVT-0047249,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0025,2026-07-07 08:55:54,True,False,
EVT-0001855,AP-01,Main Entrance,ZN-06,low,EMP-0018,2026-07-07 08:56:12,True,False,
EVT-0024448,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0138,2026-07-07 08:56:28,True,False,
EVT-0082607,AP-07,Emergency Exit - East,,medium,EMP-0159,2026-07-07 08:56:43,True,False,
EVT-0024444,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0192,2026-07-07 08:57:03,True,False,
EVT-0047250,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0133,2026-07-07 08:57:40,True,False,
EVT-0001854,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-07-07 08:57:47,True,False,
EVT-0047251,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0111,2026-07-07 08:58:05,True,False,
EVT-0024445,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-07-07 08:58:13,True,False,
EVT-0024449,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0104,2026-07-07 08:58:28,True,False,
EVT-0024446,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0046,2026-07-07 08:58:48,True,False,
EVT-0047252,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0132,2026-07-07 08:58:59,True,False,
EVT-0024450,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0204,2026-07-07 08:59:06,True,False,
EVT-0076395,AP-06,Loading Dock,,medium,EMP-0004,2026-07-07 08:59:20,True,False,
EVT-0024451,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0184,2026-07-07 08:59:58,True,False,
EVT-0082609,AP-07,Emergency Exit - East,,medium,EMP-0193,2026-07-07 09:00:08,True,False,
EVT-0047255,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0190,2026-07-07 09:00:15,True,False,
EVT-0076397,AP-06,Loading Dock,,medium,EMP-0194,2026-07-07 09:01:10,True,False,
EVT-0047257,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0028,2026-07-07 09:01:22,True,False,
EVT-0001859,AP-01,Main Entrance,ZN-06,low,EMP-0001,2026-07-07 09:01:31,True,False,
EVT-0001856,AP-01,Main Entrance,ZN-06,low,EMP-0013,2026-07-07 09:01:39,True,False,
EVT-0001858,AP-01,Main Entrance,ZN-06,low,EMP-0005,2026-07-07 09:01:43,True,False,
EVT-0047254,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0153,2026-07-07 09:02:26,True,False,
EVT-0082608,AP-07,Emergency Exit - East,,medium,EMP-0123,2026-07-07 09:03:09,True,False,
EVT-0024455,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0036,2026-07-07 09:03:20,True,False,
EVT-0076396,AP-06,Loading Dock,,medium,EMP-0046,2026-07-07 09:03:45,True,False,
EVT-0047256,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0038,2026-07-07 09:03:53,True,False,
EVT-0069951,AP-05,Executive Wing Door,ZN-08,medium,EMP-0131,2026-07-07 09:03:59,True,False,
EVT-0001857,AP-01,Main Entrance,ZN-06,low,EMP-0165,2026-07-07 09:04:02,True,False,
EVT-0024452,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0039,2026-07-07 09:04:16,True,False,
EVT-0024453,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0005,2026-07-07 09:04:24,True,False,
EVT-0024454,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0126,2026-07-07 09:04:56,True,False,
EVT-0001865,AP-01,Main Entrance,ZN-06,low,EMP-0096,2026-07-07 09:05:32,True,False,
EVT-0069954,AP-05,Executive Wing Door,ZN-08,medium,EMP-0097,2026-07-07 09:05:39,True,False,
EVT-0001861,AP-01,Main Entrance,ZN-06,low,EMP-0046,2026-07-07 09:05:44,True,False,
EVT-0024457,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0028,2026-07-07 09:06:03,True,False,
EVT-0069952,AP-05,Executive Wing Door,ZN-08,medium,EMP-0024,2026-07-07 09:06:18,True,False,
EVT-0047260,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0128,2026-07-07 09:06:26,True,False,
EVT-0024461,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0163,2026-07-07 09:06:52,True,False,
EVT-0069956,AP-05,Executive Wing Door,ZN-08,medium,EMP-0212,2026-07-07 09:06:57,True,False,
EVT-0047259,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0195,2026-07-07 09:07:03,True,False,
EVT-0001862,AP-01,Main Entrance,ZN-06,low,EMP-0034,2026-07-07 09:07:11,True,False,
EVT-0024456,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0174,2026-07-07 09:07:13,True,False,
EVT-0047262,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0095,2026-07-07 09:07:13,True,False,
EVT-0082610,AP-07,Emergency Exit - East,,medium,EMP-0070,2026-07-07 09:07:17,True,False,
EVT-0001864,AP-01,Main Entrance,ZN-06,low,EMP-0126,2026-07-07 09:07:32,True,False,
EVT-0047261,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0133,2026-07-07 09:07:46,True,False,
EVT-0068303,AP-04,Server Room Door,ZN-07,high,EMP-0060,2026-07-07 09:08:26,True,True,unauthorized_restricted_zone_access
EVT-0024460,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0019,2026-07-07 09:08:37,True,False,
EVT-0069955,AP-05,Executive Wing Door,ZN-08,medium,EMP-0015,2026-07-07 09:08:42,True,False,
EVT-0024459,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0185,2026-07-07 09:08:54,True,False,
EVT-0001860,AP-01,Main Entrance,ZN-06,low,EMP-0185,2026-07-07 09:09:12,True,False,
EVT-0069953,AP-05,Executive Wing Door,ZN-08,medium,EMP-0181,2026-07-07 09:09:20,True,False,
EVT-0047258,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0033,2026-07-07 09:09:36,True,False,
EVT-0076398,AP-06,Loading Dock,,medium,EMP-0034,2026-07-07 09:09:44,True,False,
EVT-0001863,AP-01,Main Entrance,ZN-06,low,EMP-0164,2026-07-07 09:09:51,True,False,
EVT-0024458,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0022,2026-07-07 09:09:57,True,False,
EVT-0001873,AP-01,Main Entrance,ZN-06,low,EMP-0103,2026-07-07 09:10:02,True,False,
EVT-0047263,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0148,2026-07-07 09:10:46,True,False,
EVT-0024466,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0038,2026-07-07 09:10:54,True,False,
EVT-0001869,AP-01,Main Entrance,ZN-06,low,EMP-0039,2026-07-07 09:10:57,True,False,
EVT-0001871,AP-01,Main Entrance,ZN-06,low,EMP-0194,2026-07-07 09:11:12,True,False,
EVT-0047264,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0062,2026-07-07 09:11:17,False,False,
EVT-0024464,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0052,2026-07-07 09:11:23,True,False,
EVT-0001868,AP-01,Main Entrance,ZN-06,low,EMP-0214,2026-07-07 09:11:49,True,False,
EVT-0047266,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0126,2026-07-07 09:11:56,True,False,
EVT-0001872,AP-01,Main Entrance,ZN-06,low,EMP-0202,2026-07-07 09:12:14,True,False,
EVT-0001866,AP-01,Main Entrance,ZN-06,low,EMP-0101,2026-07-07 09:13:00,True,False,
EVT-0001870,AP-01,Main Entrance,ZN-06,low,EMP-0043,2026-07-07 09:13:13,True,False,
EVT-0024465,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0024,2026-07-07 09:13:27,True,False,
EVT-0076399,AP-06,Loading Dock,,medium,EMP-0043,2026-07-07 09:13:31,True,False,
EVT-0024463,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0065,2026-07-07 09:13:35,True,False,
EVT-0047265,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0071,2026-07-07 09:14:14,True,False,
EVT-0001867,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-07-07 09:14:29,True,False,
EVT-0024462,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0073,2026-07-07 09:14:30,True,False,
EVT-0076400,AP-06,Loading Dock,,medium,EMP-0066,2026-07-07 09:14:35,True,False,
EVT-0024467,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0154,2026-07-07 09:14:43,True,False,
EVT-0024468,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0033,2026-07-07 09:15:08,True,False,
EVT-0001878,AP-01,Main Entrance,ZN-06,low,EMP-0029,2026-07-07 09:15:21,True,False,
EVT-0001875,AP-01,Main Entrance,ZN-06,low,EMP-0120,2026-07-07 09:15:40,True,False,
EVT-0069957,AP-05,Executive Wing Door,ZN-08,medium,EMP-0144,2026-07-07 09:16:32,True,False,
EVT-0082611,AP-07,Emergency Exit - East,,medium,EMP-0013,2026-07-07 09:16:44,True,False,
EVT-0024473,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0217,2026-07-07 09:17:06,True,False,
EVT-0024470,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0078,2026-07-07 09:17:22,True,False,
EVT-0001876,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-07-07 09:17:30,True,False,
EVT-0024469,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0050,2026-07-07 09:17:44,True,False,
EVT-0047269,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0097,2026-07-07 09:17:53,True,False,
EVT-0001877,AP-01,Main Entrance,ZN-06,low,EMP-0152,2026-07-07 09:18:11,True,False,
EVT-0024471,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0094,2026-07-07 09:18:35,True,False,
EVT-0047270,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0179,2026-07-07 09:18:41,True,False,
EVT-0047267,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0218,2026-07-07 09:18:43,True,False,
EVT-0024472,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-07-07 09:18:58,False,False,
EVT-0001874,AP-01,Main Entrance,ZN-06,low,EMP-0054,2026-07-07 09:19:40,True,False,
EVT-0047268,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0131,2026-07-07 09:19:55,False,False,
EVT-0047276,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0200,2026-07-07 09:20:38,True,False,
EVT-0024474,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0191,2026-07-07 09:20:38,True,False,
EVT-0047275,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0099,2026-07-07 09:20:53,True,False,
EVT-0069958,AP-05,Executive Wing Door,ZN-08,medium,EMP-0188,2026-07-07 09:21:14,True,False,
EVT-0001881,AP-01,Main Entrance,ZN-06,low,EMP-0079,2026-07-07 09:21:15,True,False,
EVT-0001882,AP-01,Main Entrance,ZN-06,low,EMP-0117,2026-07-07 09:21:20,True,False,
EVT-0024475,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0078,2026-07-07 09:22:03,True,False,
EVT-0047278,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0172,2026-07-07 09:22:12,True,False,
EVT-0001883,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-07-07 09:22:30,True,False,
EVT-0047272,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0098,2026-07-07 09:22:37,True,False,
EVT-0047271,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0029,2026-07-07 09:22:39,True,False,
EVT-0076401,AP-06,Loading Dock,,medium,EMP-0090,2026-07-07 09:22:43,True,False,
EVT-0047277,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0152,2026-07-07 09:22:51,True,False,
EVT-0082612,AP-07,Emergency Exit - East,,medium,EMP-0112,2026-07-07 09:22:59,True,False,
EVT-0001884,AP-01,Main Entrance,ZN-06,low,EMP-0192,2026-07-07 09:23:20,True,False,
EVT-0047273,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0058,2026-07-07 09:23:27,True,False,
EVT-0001879,AP-01,Main Entrance,ZN-06,low,EMP-0184,2026-07-07 09:23:27,True,False,
EVT-0069959,AP-05,Executive Wing Door,ZN-08,medium,EMP-0125,2026-07-07 09:24:05,True,False,
EVT-0001880,AP-01,Main Entrance,ZN-06,low,EMP-0168,2026-07-07 09:24:09,True,False,
EVT-0047274,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0161,2026-07-07 09:24:59,True,False,
EVT-0001886,AP-01,Main Entrance,ZN-06,low,EMP-0112,2026-07-07 09:25:01,True,False,
EVT-0024476,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0212,2026-07-07 09:25:28,True,False,
EVT-0076403,AP-06,Loading Dock,,medium,EMP-0175,2026-07-07 09:25:32,True,False,
EVT-0069961,AP-05,Executive Wing Door,ZN-08,medium,EMP-0031,2026-07-07 09:25:57,True,False,
EVT-0069960,AP-05,Executive Wing Door,ZN-08,medium,EMP-0032,2026-07-07 09:26:16,True,False,
EVT-0047281,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0093,2026-07-07 09:26:18,True,False,
EVT-0047280,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0090,2026-07-07 09:27:02,True,False,
EVT-0024478,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0113,2026-07-07 09:27:03,True,False,
EVT-0082613,AP-07,Emergency Exit - East,,medium,EMP-0197,2026-07-07 09:27:34,True,False,
EVT-0001885,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-07-07 09:27:51,True,False,
EVT-0024480,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0206,2026-07-07 09:28:24,True,False,
EVT-0069962,AP-05,Executive Wing Door,ZN-08,medium,EMP-0214,2026-07-07 09:28:36,True,False,
EVT-0076402,AP-06,Loading Dock,,medium,EMP-0120,2026-07-07 09:28:44,True,False,
EVT-0024477,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0147,2026-07-07 09:28:45,True,False,
EVT-0024479,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0174,2026-07-07 09:29:11,True,False,
EVT-0001887,AP-01,Main Entrance,ZN-06,low,EMP-0176,2026-07-07 09:29:15,True,False,
EVT-0047279,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0092,2026-07-07 09:29:29,True,False,
EVT-0001891,AP-01,Main Entrance,ZN-06,low,EMP-0064,2026-07-07 09:30:00,True,False,
EVT-0024490,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0159,2026-07-07 09:30:04,True,False,
EVT-0024483,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0045,2026-07-07 09:30:11,True,False,
EVT-0001894,AP-01,Main Entrance,ZN-06,low,EMP-0109,2026-07-07 09:30:43,True,False,
EVT-0001893,AP-01,Main Entrance,ZN-06,low,EMP-0140,2026-07-07 09:30:49,True,False,
EVT-0024482,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0143,2026-07-07 09:30:55,True,False,
EVT-0047282,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0158,2026-07-07 09:31:16,True,False,
EVT-0001896,AP-01,Main Entrance,ZN-06,low,EMP-0178,2026-07-07 09:31:17,True,False,
EVT-0024485,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0155,2026-07-07 09:31:25,True,False,
EVT-0024484,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-07-07 09:31:26,True,False,
EVT-0001889,AP-01,Main Entrance,ZN-06,low,EMP-0091,2026-07-07 09:31:35,True,False,
EVT-0024481,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0078,2026-07-07 09:31:43,True,False,
EVT-0001888,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-07-07 09:31:49,True,False,
EVT-0024486,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0193,2026-07-07 09:31:58,False,True,repeated_denial
EVT-0001895,AP-01,Main Entrance,ZN-06,low,EMP-0198,2026-07-07 09:32:25,True,False,
EVT-0076404,AP-06,Loading Dock,,medium,EMP-0157,2026-07-07 09:32:33,True,False,
EVT-0024487,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0193,2026-07-07 09:33:15,False,True,repeated_denial
EVT-0024489,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0193,2026-07-07 09:33:28,False,True,repeated_denial
EVT-0082614,AP-07,Emergency Exit - East,,medium,EMP-0197,2026-07-07 09:33:35,True,False,
EVT-0024488,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0193,2026-07-07 09:33:58,False,True,repeated_denial
EVT-0047283,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0048,2026-07-07 09:34:12,True,False,
EVT-0069963,AP-05,Executive Wing Door,ZN-08,medium,EMP-0059,2026-07-07 09:34:15,True,False,
EVT-0001892,AP-01,Main Entrance,ZN-06,low,EMP-0069,2026-07-07 09:34:24,True,False,
EVT-0001890,AP-01,Main Entrance,ZN-06,low,EMP-0141,2026-07-07 09:34:59,True,False,
EVT-0024492,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0045,2026-07-07 09:35:18,True,False,
EVT-0047284,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0044,2026-07-07 09:35:26,True,False,
EVT-0076406,AP-06,Loading Dock,,medium,EMP-0169,2026-07-07 09:36:18,True,False,
EVT-0047287,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0080,2026-07-07 09:36:58,True,False,
EVT-0001897,AP-01,Main Entrance,ZN-06,low,EMP-0007,2026-07-07 09:37:30,True,False,
EVT-0047285,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0078,2026-07-07 09:37:50,True,False,
EVT-0069964,AP-05,Executive Wing Door,ZN-08,medium,EMP-0115,2026-07-07 09:38:01,False,False,
EVT-0001898,AP-01,Main Entrance,ZN-06,low,EMP-0066,2026-07-07 09:38:13,True,False,
EVT-0047288,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0020,2026-07-07 09:38:41,True,False,
EVT-0024491,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0172,2026-07-07 09:38:47,True,False,
EVT-0047286,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0097,2026-07-07 09:39:23,True,False,
EVT-0069965,AP-05,Executive Wing Door,ZN-08,medium,EMP-0212,2026-07-07 09:39:29,True,False,
EVT-0076405,AP-06,Loading Dock,,medium,EMP-0115,2026-07-07 09:39:41,True,False,
EVT-0024495,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0043,2026-07-07 09:40:10,True,False,
EVT-0047292,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0213,2026-07-07 09:40:15,True,False,
EVT-0047289,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0206,2026-07-07 09:40:25,True,False,
EVT-0001899,AP-01,Main Entrance,ZN-06,low,EMP-0103,2026-07-07 09:40:49,True,False,
EVT-0024494,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0021,2026-07-07 09:40:53,True,False,
EVT-0047290,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0195,2026-07-07 09:41:13,True,False,
EVT-0024496,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0065,2026-07-07 09:41:33,True,False,
EVT-0024498,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0120,2026-07-07 09:41:45,True,False,
EVT-0082617,AP-07,Emergency Exit - East,,medium,EMP-0059,2026-07-07 09:42:07,True,False,
EVT-0001900,AP-01,Main Entrance,ZN-06,low,EMP-0130,2026-07-07 09:42:08,True,False,
EVT-0024493,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0023,2026-07-07 09:43:00,True,False,
EVT-0047291,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0034,2026-07-07 09:43:20,True,False,
EVT-0024497,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0205,2026-07-07 09:43:31,True,False,
EVT-0082615,AP-07,Emergency Exit - East,,medium,EMP-0220,2026-07-07 09:43:35,True,False,
EVT-0069966,AP-05,Executive Wing Door,ZN-08,medium,EMP-0029,2026-07-07 09:43:57,True,False,
EVT-0076407,AP-06,Loading Dock,,medium,EMP-0074,2026-07-07 09:44:01,True,False,
EVT-0082616,AP-07,Emergency Exit - East,,medium,EMP-0097,2026-07-07 09:44:15,True,False,
EVT-0001901,AP-01,Main Entrance,ZN-06,low,EMP-0086,2026-07-07 09:44:20,True,False,
EVT-0001905,AP-01,Main Entrance,ZN-06,low,EMP-0195,2026-07-07 09:45:14,True,False,
EVT-0024499,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0196,2026-07-07 09:45:25,True,False,
EVT-0001904,AP-01,Main Entrance,ZN-06,low,EMP-0007,2026-07-07 09:45:30,True,False,
EVT-0047293,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0094,2026-07-07 09:45:31,True,False,
EVT-0082622,AP-07,Emergency Exit - East,,medium,EMP-0158,2026-07-07 09:45:33,True,False,
EVT-0047297,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0104,2026-07-07 09:45:39,True,False,
EVT-0069967,AP-05,Executive Wing Door,ZN-08,medium,EMP-0136,2026-07-07 09:46:17,True,False,
EVT-0024501,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0220,2026-07-07 09:46:20,True,False,
EVT-0001908,AP-01,Main Entrance,ZN-06,low,EMP-0201,2026-07-07 09:46:41,True,False,
EVT-0047295,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0065,2026-07-07 09:46:43,True,False,
EVT-0024503,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-07-07 09:46:50,True,False,
EVT-0047294,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0026,2026-07-07 09:46:57,True,False,
EVT-0082618,AP-07,Emergency Exit - East,,medium,EMP-0101,2026-07-07 09:47:32,True,False,
EVT-0076408,AP-06,Loading Dock,,medium,EMP-0213,2026-07-07 09:47:35,True,False,
EVT-0001907,AP-01,Main Entrance,ZN-06,low,EMP-0063,2026-07-07 09:47:37,True,False,
EVT-0001906,AP-01,Main Entrance,ZN-06,low,EMP-0013,2026-07-07 09:48:09,True,False,
EVT-0047296,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0160,2026-07-07 09:48:10,True,False,
EVT-0082620,AP-07,Emergency Exit - East,,medium,EMP-0054,2026-07-07 09:48:28,True,False,
EVT-0082621,AP-07,Emergency Exit - East,,medium,EMP-0034,2026-07-07 09:48:40,True,False,
EVT-0082619,AP-07,Emergency Exit - East,,medium,EMP-0142,2026-07-07 09:48:42,True,False,
EVT-0001903,AP-01,Main Entrance,ZN-06,low,EMP-0111,2026-07-07 09:48:46,True,False,
EVT-0024500,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0017,2026-07-07 09:49:02,True,False,
EVT-0024502,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0075,2026-07-07 09:49:04,True,False,
EVT-0001902,AP-01,Main Entrance,ZN-06,low,EMP-0078,2026-07-07 09:49:49,True,False,
EVT-0069968,AP-05,Executive Wing Door,ZN-08,medium,EMP-0044,2026-07-07 09:50:27,True,False,
EVT-0001912,AP-01,Main Entrance,ZN-06,low,EMP-0022,2026-07-07 09:50:49,True,False,
EVT-0024505,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0186,2026-07-07 09:51:08,True,False,
EVT-0001910,AP-01,Main Entrance,ZN-06,low,EMP-0080,2026-07-07 09:51:13,True,False,
EVT-0001911,AP-01,Main Entrance,ZN-06,low,EMP-0143,2026-07-07 09:51:24,True,False,
EVT-0047300,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0129,2026-07-07 09:51:39,True,False,
EVT-0082623,AP-07,Emergency Exit - East,,medium,EMP-0079,2026-07-07 09:52:14,True,False,
EVT-0047298,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0029,2026-07-07 09:52:27,True,False,
EVT-0047299,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0152,2026-07-07 09:52:38,True,False,
EVT-0076409,AP-06,Loading Dock,,medium,EMP-0138,2026-07-07 09:52:43,True,False,
