zone_id,name,zone_type,capacity,timestamp,headcount,utilization_pct
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 22:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 22:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 22:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 22:45:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 23:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 23:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 23:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-29 23:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 00:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 00:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 00:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 00:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 01:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 01:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 01:30:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 01:45:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 02:00:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 02:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 02:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 02:45:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 03:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 03:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 03:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 03:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 04:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 04:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 04:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 04:45:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 05:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 05:15:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 05:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 05:45:00,33,41.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 06:00:00,65,81.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 06:15:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 06:30:00,74,92.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 06:45:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 07:00:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 07:15:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 07:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 07:45:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 08:00:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 08:15:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 08:30:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 08:45:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 09:00:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 09:15:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 09:30:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 09:45:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 10:00:00,63,78.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 10:15:00,47,58.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 10:30:00,18,22.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 10:45:00,28,35.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 11:00:00,74,92.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 11:15:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 11:30:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 11:45:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 12:00:00,43,53.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 12:15:00,44,55.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 12:30:00,39,48.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 12:45:00,55,68.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 13:00:00,45,56.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 13:15:00,50,62.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 13:30:00,48,60.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 13:45:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 14:00:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 14:15:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 14:30:00,77,96.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 14:45:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 15:00:00,59,73.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 15:15:00,46,57.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 15:30:00,26,32.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 15:45:00,27,33.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 16:00:00,17,21.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 16:15:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 16:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 16:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 17:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 17:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 17:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 17:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 18:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 18:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 18:30:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 18:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 19:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 19:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 19:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 19:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 20:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 20:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 20:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 20:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 21:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 21:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 21:30:00,10,12.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 21:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 22:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 22:15:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 22:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 22:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 23:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 23:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 23:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-30 23:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 00:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 00:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 00:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 00:45:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 01:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 01:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 01:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 01:45:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 02:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 02:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 02:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 02:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 03:00:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 03:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 03:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 03:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 04:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 04:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 04:30:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 04:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 05:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 05:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 05:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 05:45:00,30,37.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 06:00:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 06:15:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 06:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 06:45:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 07:00:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 07:15:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 07:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 07:45:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 08:00:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 08:15:00,70,87.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 08:30:00,65,81.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 08:45:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 09:00:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 09:15:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 09:30:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 09:45:00,63,78.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 10:00:00,65,81.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 10:15:00,42,52.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 10:30:00,21,26.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 10:45:00,25,31.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 11:00:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 11:15:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 11:30:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 11:45:00,74,92.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 12:00:00,43,53.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 12:15:00,46,57.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 12:30:00,45,56.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 12:45:00,51,63.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 13:00:00,43,53.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 13:15:00,49,61.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 13:30:00,52,65.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 13:45:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 14:00:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 14:15:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 14:30:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 14:45:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 15:00:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 15:15:00,41,51.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 15:30:00,22,27.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 15:45:00,25,31.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 16:00:00,28,35.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 16:15:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 16:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 16:45:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 17:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 17:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 17:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 17:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 18:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 18:15:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 18:30:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 18:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 19:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 19:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 19:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 19:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 20:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 20:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 20:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 20:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 21:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 21:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 21:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 21:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 22:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 22:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 22:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 22:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 23:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 23:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 23:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-31 23:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 00:00:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 00:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 00:30:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 00:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 01:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 01:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 01:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 01:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 02:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 02:15:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 02:30:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 02:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 03:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 03:15:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 03:30:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 03:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 04:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 04:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 04:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 04:45:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 05:00:00,10,12.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 05:15:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 05:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 05:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 06:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 06:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 06:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 06:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 07:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 07:15:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 07:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 07:45:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 08:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 08:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 08:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 08:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 09:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 09:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 09:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 09:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 10:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 10:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 10:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 10:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 11:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 11:15:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 11:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 11:45:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 12:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 12:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 12:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 12:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 13:00:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 13:15:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 13:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 13:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 14:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 14:15:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 14:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 14:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 15:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 15:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 15:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 15:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 16:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 16:15:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 16:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 16:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 17:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 17:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 17:30:00,10,12.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 17:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 18:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 18:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 18:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 18:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 19:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 19:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 19:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 19:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 20:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 20:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 20:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 20:45:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 21:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 21:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 21:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 21:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 22:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 22:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 22:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 22:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 23:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 23:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 23:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-01 23:45:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 00:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 00:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 00:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 00:45:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 01:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 01:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 01:30:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 01:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 02:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 02:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 02:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 02:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 03:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 03:15:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 03:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 03:45:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 04:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 04:15:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 04:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 04:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 05:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 05:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 05:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 05:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 06:00:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 06:15:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 06:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 06:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 07:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 07:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 07:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 07:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 08:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 08:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 08:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-08-02 08:45:00,8,10.0
